uid,block,a,b,tol_ms,hits,den,twice_hits,a_n,b_n,b_covered
ex02_enunciated_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,asr_3408,emotion_3408,0,11,51,22,33,18,11
ex02_enunciated_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,asr_3408,emotion_3408,20,15,51,30,33,18,15
ex02_enunciated_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,asr_3408,emotion_3408,40,18,51,36,33,18,18
ex02_enunciated_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,asr_3408,intent_3408_last,0,17,58,34,33,25,17
ex02_enunciated_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,asr_3408,intent_3408_last,20,25,58,50,33,25,25
ex02_enunciated_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,asr_3408,intent_3408_last,40,25,58,50,33,25,25
ex02_enunciated_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,asr_3408,speaker_count_3408_last,0,4,42,8,33,9,4
ex02_enunciated_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,asr_3408,speaker_count_3408_last,20,8,42,16,33,9,8
ex02_enunciated_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,asr_3408,speaker_count_3408_last,40,8,42,16,33,9,8
ex02_enunciated_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3408,intent_3408_last,0,14,43,28,18,25,14
ex02_enunciated_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3408,intent_3408_last,20,16,43,32,18,25,16
ex02_enunciated_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3408,intent_3408_last,40,17,43,34,18,25,19
ex02_enunciated_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3408,speaker_count_3408_last,0,4,27,8,18,9,4
ex02_enunciated_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3408,speaker_count_3408_last,20,7,27,14,18,9,7
ex02_enunciated_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,emotion_3408,speaker_count_3408_last,40,8,27,16,18,9,8
ex02_enunciated_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,intent_3408_last,speaker_count_3408_last,0,4,34,8,25,9,4
ex02_enunciated_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,intent_3408_last,speaker_count_3408_last,20,7,34,14,25,9,7
ex02_enunciated_00150,ex02::HOW DO YOU SAY WELCOME IN JAPANESE,intent_3408_last,speaker_count_3408_last,40,7,34,14,25,9,7
ex02_enunciated_00157,ex02::WEDDING MUSIC STOPS,asr_3408,emotion_3408,0,8,31,16,20,11,8
ex02_enunciated_00157,ex02::WEDDING MUSIC STOPS,asr_3408,emotion_3408,20,11,31,22,20,11,11
ex02_enunciated_00157,ex02::WEDDING MUSIC STOPS,asr_3408,emotion_3408,40,11,31,22,20,11,11
ex02_enunciated_00157,ex02::WEDDING MUSIC STOPS,asr_3408,intent_3408_last,0,10,36,20,20,16,10
ex02_enunciated_00157,ex02::WEDDING MUSIC STOPS,asr_3408,intent_3408_last,20,16,36,32,20,16,16
ex02_enunciated_00157,ex02::WEDDING MUSIC STOPS,asr_3408,intent_3408_last,40,16,36,32,20,16,16
ex02_enunciated_00157,ex02::WEDDING MUSIC STOPS,asr_3408,speaker_count_3408_last,0,1,25,2,20,5,1
ex02_enunciated_00157,ex02::WEDDING MUSIC STOPS,asr_3408,speaker_count_3408_last,20,3,25,6,20,5,3
ex02_enunciated_00157,ex02::WEDDING MUSIC STOPS,asr_3408,speaker_count_3408_last,40,5,25,10,20,5,5
ex02_enunciated_00157,ex02::WEDDING MUSIC STOPS,emotion_3408,intent_3408_last,0,6,27,12,11,16,6
ex02_enunciated_00157,ex02::WEDDING MUSIC STOPS,emotion_3408,intent_3408_last,20,10,27,20,11,16,10
ex02_enunciated_00157,ex02::WEDDING MUSIC STOPS,emotion_3408,intent_3408_last,40,10,27,20,11,16,13
ex02_enunciated_00157,ex02::WEDDING MUSIC STOPS,emotion_3408,speaker_count_3408_last,0,2,16,4,11,5,2
ex02_enunciated_00157,ex02::WEDDING MUSIC STOPS,emotion_3408,speaker_count_3408_last,20,5,16,10,11,5,5
ex02_enunciated_00157,ex02::WEDDING MUSIC STOPS,emotion_3408,speaker_count_3408_last,40,5,16,10,11,5,5
ex02_enunciated_00157,ex02::WEDDING MUSIC STOPS,intent_3408_last,speaker_count_3408_last,0,1,21,2,16,5,1
ex02_enunciated_00157,ex02::WEDDING MUSIC STOPS,intent_3408_last,speaker_count_3408_last,20,4,21,8,16,5,4
ex02_enunciated_00157,ex02::WEDDING MUSIC STOPS,intent_3408_last,speaker_count_3408_last,40,5,21,10,16,5,5
ex02_enunciated_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,emotion_3408,0,7,34,14,22,12,7
ex02_enunciated_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,emotion_3408,20,12,34,24,22,12,12
ex02_enunciated_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,emotion_3408,40,12,34,24,22,12,12
ex02_enunciated_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,intent_3408_last,0,9,37,18,22,15,9
ex02_enunciated_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,intent_3408_last,20,15,37,30,22,15,15
ex02_enunciated_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,intent_3408_last,40,15,37,30,22,15,15
ex02_enunciated_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,speaker_count_3408_last,0,2,28,4,22,6,2
ex02_enunciated_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,speaker_count_3408_last,20,5,28,10,22,6,5
ex02_enunciated_00233,ex02::DID SHE JUMP IN A CAB,asr_3408,speaker_count_3408_last,40,5,28,10,22,6,5
ex02_enunciated_00233,ex02::DID SHE JUMP IN A CAB,emotion_3408,intent_3408_last,0,10,27,20,12,15,10
ex02_enunciated_00233,ex02::DID SHE JUMP IN A CAB,emotion_3408,intent_3408_last,20,12,27,24,12,15,12
ex02_enunciated_00233,ex02::DID SHE JUMP IN A CAB,emotion_3408,intent_3408_last,40,12,27,24,12,15,12
ex02_enunciated_00233,ex02::DID SHE JUMP IN A CAB,emotion_3408,speaker_count_3408_last,0,3,18,6,12,6,3
ex02_enunciated_00233,ex02::DID SHE JUMP IN A CAB,emotion_3408,speaker_count_3408_last,20,5,18,10,12,6,5
ex02_enunciated_00233,ex02::DID SHE JUMP IN A CAB,emotion_3408,speaker_count_3408_last,40,5,18,10,12,6,5
ex02_enunciated_00233,ex02::DID SHE JUMP IN A CAB,intent_3408_last,speaker_count_3408_last,0,3,21,6,15,6,3
ex02_enunciated_00233,ex02::DID SHE JUMP IN A CAB,intent_3408_last,speaker_count_3408_last,20,5,21,10,15,6,5
ex02_enunciated_00233,ex02::DID SHE JUMP IN A CAB,intent_3408_last,speaker_count_3408_last,40,5,21,10,15,6,5
ex02_enunciated_00261,ex02::YACHT CLUB IN HALF AN HOUR,asr_3408,emotion_3408,0,6,33,12,22,11,6
ex02_enunciated_00261,ex02::YACHT CLUB IN HALF AN HOUR,asr_3408,emotion_3408,20,11,33,22,22,11,11
ex02_enunciated_00261,ex02::YACHT CLUB IN HALF AN HOUR,asr_3408,emotion_3408,40,11,33,22,22,11,11
ex02_enunciated_00261,ex02::YACHT CLUB IN HALF AN HOUR,asr_3408,intent_3408_last,0,9,38,18,22,16,9
ex02_enunciated_00261,ex02::YACHT CLUB IN HALF AN HOUR,asr_3408,intent_3408_last,20,16,38,32,22,16,16
ex02_enunciated_00261,ex02::YACHT CLUB IN HALF AN HOUR,asr_3408,intent_3408_last,40,16,38,32,22,16,16
ex02_enunciated_00261,ex02::YACHT CLUB IN HALF AN HOUR,asr_3408,speaker_count_3408_last,0,3,28,6,22,6,3
ex02_enunciated_00261,ex02::YACHT CLUB IN HALF AN HOUR,asr_3408,speaker_count_3408_last,20,4,28,8,22,6,4
ex02_enunciated_00261,ex02::YACHT CLUB IN HALF AN HOUR,asr_3408,speaker_count_3408_last,40,5,28,10,22,6,5
ex02_enunciated_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3408,intent_3408_last,0,8,27,16,11,16,8
ex02_enunciated_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3408,intent_3408_last,20,11,27,22,11,16,11
ex02_enunciated_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3408,intent_3408_last,40,11,27,22,11,16,12
ex02_enunciated_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3408,speaker_count_3408_last,0,3,17,6,11,6,3
ex02_enunciated_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3408,speaker_count_3408_last,20,4,17,8,11,6,4
ex02_enunciated_00261,ex02::YACHT CLUB IN HALF AN HOUR,emotion_3408,speaker_count_3408_last,40,5,17,10,11,6,5
ex02_enunciated_00261,ex02::YACHT CLUB IN HALF AN HOUR,intent_3408_last,speaker_count_3408_last,0,4,22,8,16,6,4
ex02_enunciated_00261,ex02::YACHT CLUB IN HALF AN HOUR,intent_3408_last,speaker_count_3408_last,20,5,22,10,16,6,5
ex02_enunciated_00261,ex02::YACHT CLUB IN HALF AN HOUR,intent_3408_last,speaker_count_3408_last,40,5,22,10,16,6,5
ex02_enunciated_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,emotion_3408,0,28,113,56,71,42,28
ex02_enunciated_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,emotion_3408,20,40,113,80,71,42,40
ex02_enunciated_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,emotion_3408,40,41,113,82,71,42,41
ex02_enunciated_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,intent_3408_last,0,39,122,78,71,51,39
ex02_enunciated_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,intent_3408_last,20,51,122,102,71,51,51
ex02_enunciated_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,intent_3408_last,40,51,122,102,71,51,51
ex02_enunciated_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,speaker_count_3408_last,0,8,90,16,71,19,8
ex02_enunciated_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,speaker_count_3408_last,20,19,90,38,71,19,19
ex02_enunciated_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,asr_3408,speaker_count_3408_last,40,19,90,38,71,19,19
ex02_enunciated_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3408,intent_3408_last,0,32,93,64,42,51,32
ex02_enunciated_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3408,intent_3408_last,20,40,93,80,42,51,42
ex02_enunciated_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3408,intent_3408_last,40,41,93,82,42,51,45
ex02_enunciated_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3408,speaker_count_3408_last,0,7,61,14,42,19,7
ex02_enunciated_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3408,speaker_count_3408_last,20,18,61,36,42,19,18
ex02_enunciated_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,emotion_3408,speaker_count_3408_last,40,18,61,36,42,19,18
ex02_enunciated_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,intent_3408_last,speaker_count_3408_last,0,9,70,18,51,19,9
ex02_enunciated_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,intent_3408_last,speaker_count_3408_last,20,18,70,36,51,19,18
ex02_enunciated_00326,ex02::KAYDA WAS HER NEUROSURGEON BUT NOW IT SEEMS LIKE JAKE'S MAKING ALL THE DECISIONS,intent_3408_last,speaker_count_3408_last,40,18,70,36,51,19,18
ex02_enunciated_00348,ex02::WHO'S MORE MISERABLE THAN HER,asr_3408,emotion_3408,0,9,34,18,22,12,9
ex02_enunciated_00348,ex02::WHO'S MORE MISERABLE THAN HER,asr_3408,emotion_3408,20,11,34,22,22,12,11
ex02_enunciated_00348,ex02::WHO'S MORE MISERABLE THAN HER,asr_3408,emotion_3408,40,12,34,24,22,12,12
ex02_enunciated_00348,ex02::WHO'S MORE MISERABLE THAN HER,asr_3408,intent_3408_last,0,13,40,26,22,18,13
ex02_enunciated_00348,ex02::WHO'S MORE MISERABLE THAN HER,asr_3408,intent_3408_last,20,18,40,36,22,18,18
ex02_enunciated_00348,ex02::WHO'S MORE MISERABLE THAN HER,asr_3408,intent_3408_last,40,18,40,36,22,18,18
ex02_enunciated_00348,ex02::WHO'S MORE MISERABLE THAN HER,asr_3408,speaker_count_3408_last,0,4,29,8,22,7,4
ex02_enunciated_00348,ex02::WHO'S MORE MISERABLE THAN HER,asr_3408,speaker_count_3408_last,20,6,29,12,22,7,6
ex02_enunciated_00348,ex02::WHO'S MORE MISERABLE THAN HER,asr_3408,speaker_count_3408_last,40,7,29,14,22,7,7
ex02_enunciated_00348,ex02::WHO'S MORE MISERABLE THAN HER,emotion_3408,intent_3408_last,0,9,30,18,12,18,9
ex02_enunciated_00348,ex02::WHO'S MORE MISERABLE THAN HER,emotion_3408,intent_3408_last,20,11,30,22,12,18,12
ex02_enunciated_00348,ex02::WHO'S MORE MISERABLE THAN HER,emotion_3408,intent_3408_last,40,12,30,24,12,18,13
ex02_enunciated_00348,ex02::WHO'S MORE MISERABLE THAN HER,emotion_3408,speaker_count_3408_last,0,4,19,8,12,7,4
ex02_enunciated_00348,ex02::WHO'S MORE MISERABLE THAN HER,emotion_3408,speaker_count_3408_last,20,6,19,12,12,7,6
ex02_enunciated_00348,ex02::WHO'S MORE MISERABLE THAN HER,emotion_3408,speaker_count_3408_last,40,6,19,12,12,7,6
ex02_enunciated_00348,ex02::WHO'S MORE MISERABLE THAN HER,intent_3408_last,speaker_count_3408_last,0,4,25,8,18,7,4
ex02_enunciated_00348,ex02::WHO'S MORE MISERABLE THAN HER,intent_3408_last,speaker_count_3408_last,20,6,25,12,18,7,6
ex02_enunciated_00348,ex02::WHO'S MORE MISERABLE THAN HER,intent_3408_last,speaker_count_3408_last,40,7,25,14,18,7,7
ex02_enunciated_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,asr_3408,emotion_3408,0,18,84,36,54,30,18
ex02_enunciated_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,asr_3408,emotion_3408,20,29,84,58,54,30,29
ex02_enunciated_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,asr_3408,emotion_3408,40,30,84,60,54,30,30
ex02_enunciated_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,asr_3408,intent_3408_last,0,28,91,56,54,37,28
ex02_enunciated_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,asr_3408,intent_3408_last,20,37,91,74,54,37,37
ex02_enunciated_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,asr_3408,intent_3408_last,40,37,91,74,54,37,37
ex02_enunciated_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,asr_3408,speaker_count_3408_last,0,5,71,10,54,17,5
ex02_enunciated_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,asr_3408,speaker_count_3408_last,20,16,71,32,54,17,16
ex02_enunciated_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,asr_3408,speaker_count_3408_last,40,16,71,32,54,17,16
ex02_enunciated_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,emotion_3408,intent_3408_last,0,16,67,32,30,37,16
ex02_enunciated_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,emotion_3408,intent_3408_last,20,27,67,54,30,37,28
ex02_enunciated_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,emotion_3408,intent_3408_last,40,29,67,58,30,37,30
ex02_enunciated_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,emotion_3408,speaker_count_3408_last,0,3,47,6,30,17,3
ex02_enunciated_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,emotion_3408,speaker_count_3408_last,20,11,47,22,30,17,11
ex02_enunciated_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,emotion_3408,speaker_count_3408_last,40,13,47,26,30,17,13
ex02_enunciated_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,intent_3408_last,speaker_count_3408_last,0,6,54,12,37,17,6
ex02_enunciated_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,intent_3408_last,speaker_count_3408_last,20,15,54,30,37,17,15
ex02_enunciated_00355,ex02::GIVEN THE CIRCUMSTANCES ISN'T THIS A LITTLE UNORTHODOX,intent_3408_last,speaker_count_3408_last,40,15,54,30,37,17,15
ex02_happy_00028,ex02::WHAT DO YA THINK YOU'RE DOING,asr_3408,emotion_3408,0,3,25,6,19,6,3
ex02_happy_00028,ex02::WHAT DO YA THINK YOU'RE DOING,asr_3408,emotion_3408,20,5,25,10,19,6,5
ex02_happy_00028,ex02::WHAT DO YA THINK YOU'RE DOING,asr_3408,emotion_3408,40,6,25,12,19,6,6
ex02_happy_00028,ex02::WHAT DO YA THINK YOU'RE DOING,asr_3408,intent_3408_last,0,7,31,14,19,12,7
ex02_happy_00028,ex02::WHAT DO YA THINK YOU'RE DOING,asr_3408,intent_3408_last,20,12,31,24,19,12,12
ex02_happy_00028,ex02::WHAT DO YA THINK YOU'RE DOING,asr_3408,intent_3408_last,40,12,31,24,19,12,12
ex02_happy_00028,ex02::WHAT DO YA THINK YOU'RE DOING,asr_3408,speaker_count_3408_last,0,3,24,6,19,5,3
ex02_happy_00028,ex02::WHAT DO YA THINK YOU'RE DOING,asr_3408,speaker_count_3408_last,20,5,24,10,19,5,5
ex02_happy_00028,ex02::WHAT DO YA THINK YOU'RE DOING,asr_3408,speaker_count_3408_last,40,5,24,10,19,5,5
ex02_happy_00028,ex02::WHAT DO YA THINK YOU'RE DOING,emotion_3408,intent_3408_last,0,3,18,6,6,12,3
ex02_happy_00028,ex02::WHAT DO YA THINK YOU'RE DOING,emotion_3408,intent_3408_last,20,5,18,10,6,12,5
ex02_happy_00028,ex02::WHAT DO YA THINK YOU'RE DOING,emotion_3408,intent_3408_last,40,6,18,12,6,12,7
ex02_happy_00028,ex02::WHAT DO YA THINK YOU'RE DOING,emotion_3408,speaker_count_3408_last,0,2,11,4,6,5,2
ex02_happy_00028,ex02::WHAT DO YA THINK YOU'RE DOING,emotion_3408,speaker_count_3408_last,20,3,11,6,6,5,3
ex02_happy_00028,ex02::WHAT DO YA THINK YOU'RE DOING,emotion_3408,speaker_count_3408_last,40,4,11,8,6,5,4
ex02_happy_00028,ex02::WHAT DO YA THINK YOU'RE DOING,intent_3408_last,speaker_count_3408_last,0,3,17,6,12,5,3
ex02_happy_00028,ex02::WHAT DO YA THINK YOU'RE DOING,intent_3408_last,speaker_count_3408_last,20,5,17,10,12,5,5
ex02_happy_00028,ex02::WHAT DO YA THINK YOU'RE DOING,intent_3408_last,speaker_count_3408_last,40,5,17,10,12,5,5
ex02_happy_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,asr_3408,emotion_3408,0,11,40,22,26,14,11
ex02_happy_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,asr_3408,emotion_3408,20,14,40,28,26,14,14
ex02_happy_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,asr_3408,emotion_3408,40,14,40,28,26,14,14
ex02_happy_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,asr_3408,intent_3408_last,0,14,45,28,26,19,14
ex02_happy_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,asr_3408,intent_3408_last,20,17,45,34,26,19,17
ex02_happy_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,asr_3408,intent_3408_last,40,18,45,36,26,19,19
ex02_happy_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,asr_3408,speaker_count_3408_last,0,5,34,10,26,8,5
ex02_happy_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,asr_3408,speaker_count_3408_last,20,7,34,14,26,8,7
ex02_happy_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,asr_3408,speaker_count_3408_last,40,8,34,16,26,8,8
ex02_happy_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,emotion_3408,intent_3408_last,0,10,33,20,14,19,10
ex02_happy_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,emotion_3408,intent_3408_last,20,13,33,26,14,19,14
ex02_happy_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,emotion_3408,intent_3408_last,40,14,33,28,14,19,15
ex02_happy_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,emotion_3408,speaker_count_3408_last,0,4,22,8,14,8,4
ex02_happy_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,emotion_3408,speaker_count_3408_last,20,6,22,12,14,8,6
ex02_happy_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,emotion_3408,speaker_count_3408_last,40,7,22,14,14,8,7
ex02_happy_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,intent_3408_last,speaker_count_3408_last,0,4,27,8,19,8,4
ex02_happy_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,intent_3408_last,speaker_count_3408_last,20,6,27,12,19,8,6
ex02_happy_00030,ex02::BUT WE ALL HAVE TO LOOK AT OURSELVES,intent_3408_last,speaker_count_3408_last,40,7,27,14,19,8,7
ex02_happy_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,asr_3408,emotion_3408,0,8,35,16,23,12,8
ex02_happy_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,asr_3408,emotion_3408,20,12,35,24,23,12,12
ex02_happy_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,asr_3408,emotion_3408,40,12,35,24,23,12,12
ex02_happy_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,asr_3408,intent_3408_last,0,12,39,24,23,16,12
ex02_happy_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,asr_3408,intent_3408_last,20,16,39,32,23,16,16
ex02_happy_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,asr_3408,intent_3408_last,40,16,39,32,23,16,16
ex02_happy_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,asr_3408,speaker_count_3408_last,0,2,28,4,23,5,2
ex02_happy_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,asr_3408,speaker_count_3408_last,20,5,28,10,23,5,5
ex02_happy_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,asr_3408,speaker_count_3408_last,40,5,28,10,23,5,5
ex02_happy_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,emotion_3408,intent_3408_last,0,7,28,14,12,16,7
ex02_happy_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,emotion_3408,intent_3408_last,20,10,28,20,12,16,10
ex02_happy_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,emotion_3408,intent_3408_last,40,11,28,22,12,16,12
ex02_happy_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,emotion_3408,speaker_count_3408_last,0,2,17,4,12,5,2
ex02_happy_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,emotion_3408,speaker_count_3408_last,20,5,17,10,12,5,5
ex02_happy_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,emotion_3408,speaker_count_3408_last,40,5,17,10,12,5,5
ex02_happy_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,intent_3408_last,speaker_count_3408_last,0,3,21,6,16,5,3
ex02_happy_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,intent_3408_last,speaker_count_3408_last,20,5,21,10,16,5,5
ex02_happy_00058,ex02::SHE'S ALWAYS HIGH AS A KITE,intent_3408_last,speaker_count_3408_last,40,5,21,10,16,5,5
ex02_happy_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,asr_3408,emotion_3408,0,9,45,18,30,15,9
ex02_happy_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,asr_3408,emotion_3408,20,15,45,30,30,15,15
ex02_happy_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,asr_3408,emotion_3408,40,15,45,30,30,15,15
ex02_happy_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,asr_3408,intent_3408_last,0,14,51,28,30,21,14
ex02_happy_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,asr_3408,intent_3408_last,20,21,51,42,30,21,21
ex02_happy_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,asr_3408,intent_3408_last,40,21,51,42,30,21,21
ex02_happy_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,asr_3408,speaker_count_3408_last,0,5,40,10,30,10,5
ex02_happy_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,asr_3408,speaker_count_3408_last,20,10,40,20,30,10,10
ex02_happy_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,asr_3408,speaker_count_3408_last,40,10,40,20,30,10,10
ex02_happy_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,emotion_3408,intent_3408_last,0,8,36,16,15,21,8
ex02_happy_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,emotion_3408,intent_3408_last,20,15,36,30,15,21,16
ex02_happy_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,emotion_3408,intent_3408_last,40,15,36,30,15,21,16
ex02_happy_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,emotion_3408,speaker_count_3408_last,0,3,25,6,15,10,3
ex02_happy_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,emotion_3408,speaker_count_3408_last,20,9,25,18,15,10,9
ex02_happy_00073,ex02::DELETED THE FIRST SECOND OR THIRD ONE,emotion_3408,speaker_count_3408_last,40,9,25,18,15,10,9
